TABLE S4: 3D7 vs HB3 Competitive Genomic Hybridization Data
Bozdech & Llinas et al.

This table contains all of the intensity data from competitive genomic hybridizations of genomic  
DNA derived from the 3D7 and HB3 strains of P. falciparum. The averaged intensities from three
microarray hybridization experiments are listed.  A %3D7 intensity in the HB3 channel 
of '-1' indicates that signal in these spots for one or both of the strains was below background.
Strains used in this study were obtained from the Malaria Resource Center (MR4).

Column 1: Oligonucleotide ID
Column 2: PlasmoDB ID
Column 3: PlasmoDB Manual annotation 
Column 4: Averaged normalized intensity for strain 3D7
Column 5: Averaged normalized intensity for strain HB3
Column 6: % of 3D7 intensity in the HB3 channel

Oligonucleotide ID	PlasmoDB ID	Manual annotation	3D7 averaged normalized intensity	HB3 averaged normalized intensity	%3D7 intensity
Ks424_11	PF11_0254	hypothetical protein	585.95	611.5	1.04
Ks424_12	PF11_0254	hypothetical protein	901.28	925.5	1.03
Ks424_13	PF11_0255	hypothetical protein	945.95	972.16	1.03
Ks424_14	PF11_0255	hypothetical protein	929.95	840.5	0.9
Ks424_2	PF11_0252	hypothetical protein	1074.28	822.5	0.77
Ks424_5	PF11_0253	hypothetical protein	657.28	775.5	1.18
Ks431_2	PF11_0105	hypothetical protein	906.28	905.5	1
Ks436_2	PF11_0242	asparagine-rich protein	268.28	269.5	1
Ks44_1	PF11_0351	heat shock protein hsp70 homologue	639.62	434.16	0.68
Ks44_10	PF11_0347	hypothetical protein	354.62	349.83	0.99
Ks44_11	PF11_0347	hypothetical protein	436.28	509.5	1.17
Ks44_3	PF11_0350	hypothetical protein	560.62	459.16	0.82
Ks44_5	PF11_0348	hypothetical protein	522.28	531.16	1.02
Ks443_2	PF10_0137	GDP-fucose synthase, putative	798.62	697.83	0.87
Ks446_1	PF10_0138	hypothetical protein	502.62	538.5	1.07
Ks45_1	NULL		1097.62	975.5	0.89
Ks453_3	PF11_0281	hypothetical protein	887.95	800.16	0.9
Ks453_5	PF11_0281	hypothetical protein	485.62	526.5	1.08
Ks465_1	PF11_0203	hypothetical protein	321.28	264.83	0.82
Ks465_2	PF11_0202	clathrin coat assembly protein, putative	568.62	554.16	0.97
Ks466_1	PF11_0432	hypothetical protein	933.28	996.5	1.07
Ks466_3	PF11_0431	membrane skeletal protein, putative	724.95	840.16	1.16
Ks47_1	PF11_0093	hypothetical protein	521.28	573.16	1.1
Ks47_2	NULL		846.28	875.5	1.03
Ks470_1	PF11_0292	hypothetical protein	888.28	802.83	0.9
Ks470_2	PF11_0292	hypothetical protein	390.28	511.16	1.31
Ks470_3	PF11_0293	multiprotein bridging factor type 1, putative	666.95	596.83	0.89
Ks48_12	PF11_0515	rifin	391.28	592.5	1.51
Ks48_16	PF11_0514	hypothetical protein	996.62	700.16	0.7
Ks48_18	PF11_0513	hypothetical protein	661.62	1161.16	1.76
Ks48_2	PF11_0519	rifin	242.28	-8.17	-1
Ks48_3	PF11_0518	rifin, putative,truncated	448.62	77.83	0.17
Ks48_4	PF11_0517	rifin	629.95	4.83	0.01
Ks48_8	PF11_0516	stevor, putative	536.95	117.16	0.22
Ks488_1	PF11_0301	spermidine synthase	626.95	599.5	0.96
Ks488_10	NULL		535.28	548.16	1.02
Ks488_11	PF11_0298	GPI8p transamidase	1028.95	992.83	0.96
Ks488_5	PF11_0301	spermidine synthase	760.95	640.83	0.84
Ks488_7	PF11_0300	hypothetical protein	726.62	617.5	0.85
Ks488_9	PF11_0300	hypothetical protein	1228.95	1036.83	0.84
Ks497_1	PF11_0256	pyruvate dehydrogenase E1 component, alpha subunit, putative	527.28	508.16	0.96
Ks497_2	PF11_0257	ethanolamine kinase, putative	683.62	624.5	0.91
Ks5_1	PF11_0277	hypothetical protein	1307.62	1064.5	0.81
Ks5029_1	PF11_0477	CCAAT-box DNA binding protein subunit B	772.95	852.5	1.1
Ks506_1	PF11_0052	hypothetical protein	1108.28	1021.16	0.92
Ks506_3	NULL		813.95	786.16	0.97
Ks506_6	PF11_0051	phenylalanine -- tRNA ligase, putative	1394.95	1323.16	0.95
Ks506_9	PF11_0050	hypothetical protein	807.62	802.5	0.99
Ks509_1	PF11_0184	DNA mismatch repair protein MLH1, putative	1039.28	956.16	0.92
Ks509_2	PF11_0183	GTP-binding nuclear protein ran/tc4	397.95	305.16	0.77
Ks509_4	PF11_0181	tyrosine --tRNA ligase, putative	542.28	501.5	0.92
Ks509_6	PF11_0180	hypothetical protein	691.62	619.83	0.9
Ks509_7	PF11_0179	hypothetical protein	950.95	797.83	0.84
Ks509_8	PF11_0178	hypothetical protein	867.95	765.83	0.88
Ks51_11	PF11_0218	hypothetical protein	740.28	671.5	0.91
Ks51_12	PF11_0217	hypothetical protein	1230.28	1109.5	0.9
Ks51_2	PF11_0221	hypothetical protein	617.62	605.16	0.98
Ks51_3	PF11_0220	hypothetical protein	921.95	856.83	0.93
Ks51_4	PF11_0220	hypothetical protein	620.43	617.81	1
Ks51_5	NULL		1014.62	953.5	0.94
Ks51_6	PF11_0219	hypothetical protein	479.95	472.5	0.98
Ks51_9	PF11_0218	hypothetical protein	1029.28	1040.5	1.01
Ks510_10	PF11_0381	subtilisin-like protease 2	839.28	729.5	0.87
Ks510_12	PF11_0382	ribosomal protein S9, putative	416.95	320.16	0.77
Ks510_13	PF11_0383	hypothetical protein	514.62	494.83	0.96
Ks510_3	PF11_0379	hypothetical protein	712.95	601.83	0.84
Ks510_6	PF11_0380	hypothetical protein	795.28	720.16	0.91
Ks510_8	PF11_0381	subtilisin-like protease 2	453.95	518.16	1.14
Ks513_1	NULL		578.95	568.83	0.98
Ks532_3	PF11_0307	hypothetical protein	707.62	688.83	0.97
Ks533_1	PF11_0341	hypothetical protein	804.62	725.83	0.9
Ks533_4	PF11_0342	hypothetical protein	464.95	429.5	0.92
Ks539_1	PF11_0433	hypothetical protein	1268.95	1252.83	0.99
Ks54_1	PF11_0035	hypothetical protein	883.62	682.16	0.77
Ks54_4	PF11_0036	hypothetical protein, conserved	1002.95	944.83	0.94
Ks545_1	PF11_0429	hypothetical protein	635.62	616.5	0.97
Ks545_4	PF11_0429	hypothetical protein	956.28	976.16	1.02
Ks545_7	NULL		1170.95	1122.16	0.96
Ks5580_2	PF10_0338	hypothetical protein	897.62	879.16	0.98
Ks5580_5	PF10_0336	hypothetical protein	1005.62	1034.16	1.03
Ks559_1	PF11_0452	hypothetical protein	515.28	562.16	1.09
Ks56_1	PF11_0478	hypothetical protein	620.62	592.5	0.95
Ks56_11	PF11_0480	hypothetical protein	588.95	539.83	0.92
Ks56_14	NULL		909.28	862.5	0.95
Ks56_16	PF11_0481	hypothetical protein	507.95	545.83	1.07
Ks56_17	PF11_0482	hypothetical protein	526.62	527.83	1
Ks56_18	PF11_0483	farnesyltransferase beta subunit, putative	503.95	486.83	0.97
Ks56_22	PF11_0484	hypothetical protein	825.95	826.5	1
Ks56_23	PF11_0484	hypothetical protein	657.28	498.5	0.76
Ks56_24	PF11_0485	hypothetical protein	659.62	670.83	1.02
Ks56_26	NULL		985.95	874.5	0.89
Ks56_27	NULL		644.62	651.83	1.01
Ks56_31	PF11_0486	MAEBL, putative	397.28	403.16	1.01
Ks56_32	PF11_0487	hypothetical protein	1188.62	952.5	0.8
Ks56_33	PF11_0488	hypothetical protein	692.95	638.16	0.92
Ks56_4	PF11_0478	hypothetical protein	701.95	749.16	1.07
Ks56_7	PF11_0479	hypothetical protein	1007.62	948.16	0.94
Ks56_9	NULL		628.28	686.5	1.09
Ks560_5	PF11_0324	hypothetical protein	366.28	348.16	0.95
Ks565_1	PF11_0204	hypothetical protein	1106.28	1005.16	0.91
Ks565_10	PF11_0207	hypothetical protein	433.62	418.83	0.97
Ks565_2	PF11_0205	hypothetical protein	1141.28	1074.5	0.94
Ks565_4	PF11_0206	hypothetical protein	603.95	602.83	1
Ks586_1	PF11_0364	hypothetical protein	431.95	393.5	0.91
Ks586_5	PF11_0363	hypothetical protein	865.62	787.5	0.91
Ks586_6	NULL		514.62	558.5	1.09
Ks586_7	PF11_0362	hypothetical protein	721.95	610.5	0.85
Ks59_1	PF11_0053	PfSNF2L	858.95	715.5	0.83
Ks59_3	PF11_0053	PfSNF2L	820.62	765.83	0.93
Ks592_1	PF11_0313	ribosomal phosphoprotein P0	393.95	449.16	1.14
Ks592_1j	NULL		38.28	44.5	1.16
Ks592_4	PF11_0311	N-acetyl-glucosamine phosphate mutase, putative	587.95	587.5	1
Ks595_1	PF11_0417	hypothetical protein	675.28	657.5	0.97
Ks595_2	PF11_0417	hypothetical protein	1043.28	981.83	0.94
Ks595_4	PF11_0416	myosin heavy chain subunit, putative	609.62	592.5	0.97
Ks601_3	PF11_0264	DNA-dependent RNA polymerase	734.95	664.83	0.9
Ks624_1	PF11_0314	26S protease subunit regulatory subunit 6a, putative	556.28	600.5	1.08
Ks624_12	PF11_0316	hypothetical protein	976.95	881.83	0.9
Ks624_2	PF11_0315	hypothetical protein	1056.28	906.83	0.86
Ks624_4	PF11_0315	hypothetical protein	658.62	603.5	0.92
Ks624_8	PF11_0316	hypothetical protein	847.95	777.83	0.92
Ks625_10	PF11_0426	hypothetical protein	692.28	669.83	0.97
Ks625_11	NULL		581.28	677.16	1.16
Ks625_14	PF11_0425	hypothetical protein	701.95	716.83	1.02
Ks625_2	PF11_0428	hypothetical protein, conserved	532.62	612.83	1.15
Ks625_7	PF11_0427	dolichyl-phosphate b-D-mannosyltransferase, putative	650.62	633.16	0.97
Ks637_1	PF11_0290	hypothetical protein	516.95	509.83	0.99
Ks64_1	PF11_0124	hypothetical protein	824.62	745.83	0.9
Ks64_2	PF11_0124	hypothetical protein	483.95	533.83	1.1
Ks643_2	PF11_0091	hypothetical protein	576.28	585.5	1.02
Ks646_2	PF11_0286	hypothetical protein, conserved	799.62	720.16	0.9
Ks646_5	PF11_0285	hypothetical protein	838.62	881.5	1.05
Ks646_6	PF11_0284	methyltransferase, putative	544.28	586.16	1.08
Ks646_7	PF11_0283	hypothetical protein	725.62	756.5	1.04
Ks66_1	NULL		1887.28	1927.83	1.02
Ks66_13	NULL		438.28	442.5	1.01
Ks66_16	PF11_0471	hypothetical protein	305.95	314.83	1.03
Ks66_2	PF11_0477	CCAAT-box DNA binding protein subunit B	719.62	711.16	0.99
Ks66_3	PF11_0476	hypothetical protein	521.62	575.16	1.1
Ks66_5	PF11_0475	hypothetical protein	850.95	821.16	0.96
Ks66_6	PF11_0474	hypothetical protein, conserved	810.28	800.5	0.99
Ks66_7	PF11_0473	hypothetical protein	732.62	691.83	0.94
Ks664_1	PF11_0072	hypothetical protein	527.28	640.83	1.22
Ks664_3	PF11_0071	RuvB DNA helicase, putative	602.95	584.5	0.97
Ks664_35	PF11_0069	hypothetical protein	816.62	679.83	0.83
Ks664_8	PF11_0070	hypothetical protein	587.28	544.5	0.93
Ks667_1	PF11_0412	Vacuolar ATP synthase subunit F, putative	994.28	856.83	0.86
Ks667_3	PF11_0411	hypothetical protein	927.95	877.83	0.95
Ks667_4	PF11_0410	hypothetical protein	408.95	427.16	1.04
Ks68_12	PF11_0085	hypothetical protein	555.95	611.16	1.1
Ks68_13	PF11_0086	hypothetical protein	945.28	818.83	0.87
Ks692_10	PF11_0101	hypothetical protein	881.62	881.16	1
Ks692_12	PF11_0100	hypothetical protein	517.62	568.5	1.1
Ks692_4	NULL		738.62	797.16	1.08
Ks692_6	PF11_0525	hypothetical protein	527.62	463.16	0.88
Ks692_9	PF11_0525	hypothetical protein	805.95	843.16	1.05
Ks694_2	PF11_0419	hypothetical protein	759.28	648.83	0.85
Ks694_7	PF11_0420	hypothetical protein	465.95	529.83	1.14
Ks71_1	PF11_0127	hypothetical protein	589.28	640.5	1.09
Ks711_3	PF11_0258	co-chaperone GrpE, putative	626.28	529.83	0.85
Ks711_8	PF11_0259	hypothetical protein	611.28	597.83	0.98
Ks72_1	NULL		924.95	799.16	0.86
Ks72_16	PF11_0401	hypothetical protein	538.28	528.16	0.98
Ks72_4	PF11_0397	hypothetical protein, conserved	489.28	443.5	0.91
Ks72_6	PF11_0398	hypothetical protein	938.62	878.5	0.94
Ks72_9	PF11_0399	hypothetical protein	502.62	500.16	1
Ks732_3	PF11_0335	hypothetical protein	1198.95	910.5	0.76
Ks732_4	PF11_0336	hypothetical protein, conserved	885.95	902.16	1.02
Ks75_1	PF11_0047	hypothetical protein	787.62	708.5	0.9
Ks75_10	PF11_0043	60S acidic ribosomal protein p1, putative	450.62	395.16	0.88
Ks75_11	PF11_0042	hypothetical protein	853.28	899.16	1.05
Ks75_13	NULL		640.62	591.5	0.92
Ks75_15	PF11_0040	early transcribed membrane protein 11.2	449.95	458.83	1.02
Ks75_16	PF11_0039	early transcribed membrane protein 11.1	459.62	514.83	1.12
Ks75_18	PF11_0038	hypothetical protein	555.62	635.16	1.14
Ks75_22	PF11_0037	hypothetical protein	435.95	470.5	1.08
Ks75_5	PF11_0046	hypothetical protein	557.62	553.16	0.99
Ks75_7	NULL		446.28	441.83	0.99
Ks75_9	PF11_0044	hypothetical protein	1003.28	973.83	0.97
Ks76_3	PF11_0420	hypothetical protein	826.28	778.16	0.94
Ks76_5	PF11_0420	hypothetical protein	783.62	777.5	0.99
Ks76_7	PF11_0421	hypothetical protein	922.62	950.16	1.03
Ks76_8	PF11_0422	hypothetical protein	1094.28	1037.83	0.95
Ks76_9	PF11_0423	hypothetical protein	344.62	349.16	1.01
Ks783_1	PF11_0269	hypothetical protein	715.95	661.16	0.92
Ks783_2	PF11_0270	threonine -- tRNA ligase, putative	572.28	503.5	0.88
Ks79_1	PF11_0066	caltractin (centrin), putative	848.95	842.16	0.99
Ks79_2	PF11_0066	caltractin (centrin), putative	916.62	742.16	0.81
Ks79_3	PF11_0067	hypothetical protein	766.62	736.5	0.96
Ks79_4	PF11_0068	hypothetical protein, conserved	345.62	382.16	1.11
Ks79_7	PF11_0069	hypothetical protein	968.62	789.5	0.82
Ks8_2	PF11_0200	U2 snRNP auxiliary factor, small subunit, putative	716.95	747.16	1.04
Ks8_4	PF11_0199	hypothetical protein	690.95	781.83	1.13
Ks80_1	PF11_0153	hypothetical protein	523.28	707.16	1.35
Ks808_5	NULL		1268.28	1165.16	0.92
Ks81_2	PF11_0396	Protein phosphatase 2C	653.28	641.16	0.98
Ks818_1	PF11_0338	Aquaglyceroporin	459.43	453.81	0.99
Ks818_2	PF11_0339	hypothetical protein	924.62	848.16	0.92
Ks82_1	NULL		662.28	707.16	1.07
Ks82_3	PF11_0448	hypothetical protein	1205.28	1019.83	0.85
Ks82_4	PF11_0449	hypothetical protein	933.28	950.16	1.02
Ks82_5	PF11_0450	hypothetical protein	795.95	744.83	0.94
Ks82_6	PF11_0451	hypothetical protein	1066.95	907.5	0.85
Ks82_7	NULL		426.62	468.5	1.1
Ks822_2	NULL		1067.28	933.83	0.87
Ks822_5	PF11_0150	hypothetical protein	790.62	908.83	1.15
Ks826_1	PF11_0165	falcipain 2 precursor	456.62	596.5	1.31
Ks826_2	PF11_0166	hypothetical protein	457.28	446.16	0.98
Ks8267_1	PF11_0110	hypothetical protein	466.62	516.16	1.11
Ks828_1	PF11_0385	hypothetical protein	499.95	481.5	0.96
Ks828_3	PF11_0386	30S ribosomal protein S14, putative	416.95	450.5	1.08
Ks83_1	PF11_0434	hypothetical protein	670.28	664.83	0.99
Ks83_12	PF11_0440	hypothetical protein	950.62	906.5	0.95
Ks83_15	PF11_0441	hypothetical protein	602.28	597.5	0.99
Ks83_16	PF11_0442	hypothetical protein	384.62	421.16	1.1
Ks83_17	PF11_0443	hypothetical protein, conserved	434.95	479.16	1.1
Ks83_18	PF11_0445	DNA-directed RNA polymerase I, putative	434.62	423.16	0.97
Ks83_19	NULL		656.76	715.17	1.09
Ks83_3	PF11_0435	hypothetical protein	531.28	522.83	0.98
Ks83_4	PF11_0436	hypothetical protein	768.28	767.5	1
Ks83_5	PF11_0437	hypothetical protein	358.95	372.5	1.04
Ks83_8	PF11_0438	Ribosomal protein, putative	874.62	817.83	0.94
Ks83_9	PF11_0439	hypothetical protein	762.28	643.5	0.84
Ks838_1	PF11_0271	hypothetical protein, conserved	961.62	809.16	0.84
Ks838_3	NULL		875.95	823.5	0.94
Ks838_5	PF11_0272	ribosomal protein S18, putative	454.62	440.16	0.97
Ks848_1	PF11_0389	hypothetical protein	672.28	675.16	1
Ks85_1	NULL		391.28	486.83	1.24
Ks85_10	PF11_0369	hypothetical protein	755.28	646.83	0.86
Ks85_3	PF11_0365	hypothetical protein	602.28	610.16	1.01
Ks85_6	NULL		833.28	873.5	1.05
Ks85_7	PF11_0367	hypothetical protein	508.62	511.5	1.01
Ks85_8	PF11_0368	hypothetical protein	645.95	659.83	1.02
Ks85_9	NULL		1176.95	1034.83	0.88
Ks854_9	PF10_0407	dihydrolipoamide acetyltransferase, putative	705.28	744.83	1.06
Ks86_2	PF11_0343	hypothetical protein, conserved	632.95	560.83	0.89
Ks89_1	PF11_0354	hypothetical protein	697.95	610.16	0.87
Ks89_10	PF11_0357	hypothetical protein	840.76	802.17	0.95
Ks89_2	PF11_0354	hypothetical protein	761.76	817.17	1.07
Ks89_3	NULL		630.62	620.16	0.98
Ks89_7	NULL		773.28	682.5	0.88
Ks89_8	PF11_0356	hypothetical protein	754.62	741.5	0.98
Ks91_2	PF11_0224	circumsporozoite-related antigen	283.95	277.83	0.98
Ks91_3	NULL		421.28	416.83	0.99
Ks91_4	PF11_0223	hypothetical protein	868.28	813.16	0.94
Ks92_1	PF11_0007	erythrocyte membrane protein 1 (PfEMP1)	632.95	65.83	0.1
Ks92_2	PF11_0002	hypothetical protein	2758.28	2869.5	1.04
Ks94_3	NULL		1262.95	1098.16	0.87
Ks94_5	PF11_0074	hypothetical protein	585.62	614.16	1.05
Ks950_1	PF11_0387	hypothetical protein	854.28	922.5	1.08
Ks950_3	PF11_0388	hypothetical protein	586.28	671.5	1.15
Ks97_1	PF11_0191	hypothetical protein	451.76	469.17	1.04
Ks97_10	NULL		496.95	572.83	1.15
Ks97_11	PF11_0195	hypothetical protein	726.95	686.83	0.94
Ks97_12	PF11_0195	hypothetical protein	967.28	921.83	0.95
Ks97_16	PF11_0196	hypothetical protein	788.62	766.16	0.97
Ks97_17	NULL		982.62	1041.83	1.06
Ks97_18	PF11_0197	hypothetical protein	1119.28	921.83	0.82
Ks97_2	PF11_0192	hypothetical protein	829.62	724.5	0.87
Ks97_20	PF11_0198	hypothetical protein, conserved	494.62	507.16	1.03
Ks97_6	PF11_0193	hypothetical protein	371.95	410.5	1.1
Ks97_8	PF11_0193	hypothetical protein	959.95	934.83	0.97
Ks97_9	PF11_0194	hypothetical protein	705.95	698.83	0.99
Ks977_2	PF11_0287	hypothetical protein	715.28	692.5	0.97
Ks98_1	PF11_0528	hypothetical protein	1104.95	951.5	0.86
Ks98_2	PF11_0528	hypothetical protein	420.62	492.83	1.17
Ks98_3	PF11_0528	hypothetical protein	904.95	715.16	0.79
Ks98_4	PF11_0528	hypothetical protein	908.95	732.83	0.81
Ks98_5	PF11_0528	hypothetical protein	1187.95	1123.16	0.95
Ks98_7	PF11_0528	hypothetical protein	850.95	798.5	0.94
L1_1	NULL		15478.62	12758.16	0.82
L1_100	PFL0170w	hypothetical protein	1095.28	1062.83	0.97
L1_101	PFL0175c	hypothetical protein, conserved	783.28	841.16	1.07
L1_102	PFL0180w	cytochrome c1 heme lyase, putative	646.95	615.5	0.95
L1_103	PFL0180w	cytochrome c1 heme lyase, putative	430.95	415.16	0.96
L1_11	PFL0015c	rifin	1698.95	650.83	0.38
L1_15	PFL0020w	erythrocyte membrane protein 1 (PfEMP1)	598.62	63.16	0.11
L1_17	PFL0025c	rifin	834.28	123.16	0.15
L1_21	MAL13P1.354	erythrocyte membrane protein 1 (PfEMP1), pseudogene	385.62	61.5	0.16
L1_28	PFL0035c	octapeptide-repeat antigen, putative	824.28	736.5	0.89
L1_3	NULL		2556.95	1935.83	0.76
L1_31	PFL0040c	hypothetical protein	731.28	723.83	0.99
L1_32	PFL0045c	hypothetical protein	1096.28	1069.16	0.98
L1_39	PFL0055c	protein with DNAJ domain (resa-like), putative	742.62	657.5	0.89
L1_42	PFL0060w	hypothetical protein	934.95	910.5	0.97
L1_43	PFL0065w	hypothetical protein	1298.28	1128.83	0.87
L1_45	PFL0070c	hypothetical protein	645.62	593.16	0.92
L1_46	NULL		456.62	530.16	1.16
L1_47	PFL0075w	XPA binding protein 1, putative	480.95	473.83	0.99
L1_48	PFL0080c	serine/threonine-protein kinase Nek1, putative	1788.62	1676.5	0.94
L1_49	PFL0085c	hypothetical protein	635.28	550.5	0.87
L1_52	PFL0090c	hypothetical protein	570.28	645.5	1.13
L1_53	PFL0095c	hypothetical protein	484.28	399.16	0.82
L1_56	PFL0100c	ATP dependent RNA helicase, putative	954.95	912.5	0.96
L1_62	PFL0105w	hypothetical protein	285.62	269.16	0.94
L1_63	PFL0110c	PfmpC	764.28	660.5	0.86
L1_66	PFL0115w	hypothetical protein	529.95	508.5	0.96
L1_69	PFL0115w	hypothetical protein	1689.62	1736.83	1.03
L1_7	PFL0005w	erythrocyte membrane protein 1 (PfEMP1)	682.95	72.5	0.11
L1_70	PFL0115w	hypothetical protein	661.95	676.5	1.02
L1_72	PFL0115w	hypothetical protein	964.28	943.16	0.98
L1_77	PFL0115w	hypothetical protein	807.28	866.5	1.07
L1_79	NULL		1026.62	937.16	0.91
L1_80	PFL0115w	hypothetical protein	988.95	1015.16	1.03
L1_81	PFL0115w	hypothetical protein	597.95	562.5	0.94
L1_82	PFL0115w	hypothetical protein	656.95	599.5	0.91
L1_83	NULL		611.95	670.5	1.1
L1_85	PFL0125c	hypothetical protein	714.28	665.83	0.93
L1_87	PFL0130c	hypothetical protein, conserved	757.28	710.5	0.94
L1_89	NULL		1474.95	1389.16	0.94
L1_90	NULL		754.28	738.16	0.98
L1_92	PFL0130c	hypothetical protein, conserved	1059.28	872.83	0.82
L1_94	PFL0135w	hypothetical protein	929.28	872.83	0.94
L1_95	PFL0145c	high mobility group protein	348.28	343.5	0.99
L1_96	PFL0150w	origin recognition complex 1 protein	401.28	368.5	0.92
L1_97	PFL0155c	hypothetical protein	1001.62	936.83	0.94
L1_98	PFL0160w	hypothetical protein	468.28	437.83	0.93
L1_99	PFL0165c	hypothetical protein	993.28	897.5	0.9
L2_1	PFL0195w	hypothetical protein	646.95	618.5	0.96
L2_10	PFL0225c	hypothetical protein	608.62	610.83	1
L2_101	PFL0400w	50S ribosomal protein L29, putative	579.28	584.16	1.01
L2_104	PFL0405w	hypothetical protein	731.62	711.5	0.97
L2_106	PFL0410w	hypothetical protein	521.95	539.83	1.03
L2_109	PFL0420w	hypothetical protein	839.62	774.5	0.92
L2_110	PFL0425c	hypothetical protein	1203.93	1043.31	0.87
L2_114	PFL0430w	tim10 homologue, putative	427.28	373.16	0.87
L2_117	PFL0440c	hypothetical protein	882.28	806.5	0.91
L2_118	PFL0445w	hypothetical protein	1199.62	1208.5	1.01
L2_12	PFL0230w	hypothetical protein	1284.28	1325.83	1.03
L2_120	PFL0450c	hypothetical protein	368.28	436.5	1.19
L2_123	PFL0455c	hypothetical protein	787.28	767.5	0.97
L2_126	NULL		4879.28	4758.16	0.98
L2_127	NULL		1320.28	1191.83	0.9
L2_131	PFL0470w	hypothetical protein	708.62	698.16	0.99
L2_135	NULL		1157.62	1315.5	1.14
L2_136	PFL0480w	porphobilinogen deaminase, putative	715.95	692.5	0.97
L2_139	PFL0485w	hypothetical protein	451.95	433.5	0.96
L2_140	PFL0490c	hypothetical protein	1175.95	1145.83	0.97
L2_146	PFL0500w	50S ribosomal protein L1, putative	1289.95	1217.16	0.94
L2_147	PFL0505c	hypothetical protein	628.28	584.83	0.93
L2_148	PFL0510c	hypothetical protein	855.62	842.5	0.98
L2_149	PFL0515w	hypothetical protein	767.95	696.83	0.91
L2_15	PFL0250w	hypothetical protein	1569.95	1579.16	1.01
L2_150	PFL0520c	hypothetical protein	800.62	727.83	0.91
L2_153	PFL0530c	hypothetical protein	1340.95	1215.83	0.91
L2_154	PFL0525w	hypothetical protein	1240.62	1079.83	0.87
L2_155	PFL0535c	hypothetical protein	953.62	807.83	0.85
L2_158	PFL0540w	mannosyltransferase, putative	814.95	936.83	1.15
L2_161	PFL0545w	kinesin-related protein, putative	1052.28	1082.83	1.03
L2_163	PFL0545w	kinesin-related protein, putative	800.95	829.5	1.04
L2_166	PFL0555c	hypothetical protein	396.28	432.5	1.09
L2_17	PFL0255c	uga suppressor tRNA-associated antigenic protein, putative	580.62	476.5	0.82
L2_172	NULL		1040.95	1189.5	1.14
L2_175	NULL		303.62	274.5	0.9
L2_176	PFL0565w	heat shock protein DNAJ homologue Pfj4	1015.95	862.16	0.85
L2_180	PFL0570c	hypothetical protein	414.95	416.5	1
L2_182	PFL0575w	hypothetical protein	821.28	667.83	0.81
L2_184	PFL0580w	DNA replication licensing factor mcm5, putative	509.28	403.5	0.79
L2_185	NULL		1076.95	995.83	0.92
L2_187	PFL0585w	PfpUB Plasmodium falciparum polyubiquitin	932.95	1013.16	1.09
L2_188	PFL0590c	p-type ATPase, putative	396.62	382.5	0.96
L2_190	PFL0595c	glutathione peroxidase	715.28	565.83	0.79
L2_192	PFL0600w	hypothetical protein	621.62	715.5	1.15
L2_193	PFL0605c	hypothetical protein	664.28	662.83	1
L2_194	PFL0610w	hypothetical protein	652.95	619.5	0.95
L2_195	PFL0610w	hypothetical protein	667.28	663.83	0.99
L2_196	PFL0610w	hypothetical protein	718.62	709.5	0.99
L2_198	PFL0610w	hypothetical protein	578.95	570.5	0.99
L2_199	PFL0615w	hypothetical protein	611.95	584.83	0.96
L2_20	PFL0260c	hypothetical protein	870.62	771.5	0.89
L2_200	PFL0620c	choline transporter	672.62	589.83	0.88
L2_201	PFL0625c	eukaryotic translation initiation factor 3 subunit 10, putative	201.62	265.16	1.32
L2_202	PFL0630w	iron-sulfur subunit of succinate dehydrogenase	515.62	517.5	1
L2_203	PFL0635c	bromodomain protein, putative	826.62	763.16	0.92
L2_207	PFL0650c	hypothetical protein	542.62	489.16	0.9
L2_210	PFL0655w	hypothetical protein	1067.28	932.5	0.87
L2_212	PFL0660w	dynein light chain 1, putative	480.95	436.16	0.91
L2_213	PFL0665c	RNA polymerase subunit 8c, putative	761.28	678.5	0.89
L2_215	PFL0670c	Bi-functional aminoacyl-tRNA synthetase, putative	250.95	292.5	1.17
L2_216	PFL0675c	hypothetical protein	707.95	599.16	0.85
L2_218	PFL0680c	hypothetical protein	402.62	447.5	1.11
L2_220	NULL		1300.95	1323.16	1.02
